species,category,pattern_type,status,arrival,peak,departure,spring_arrival,spring_peak,spring_departure,fall_arrival,fall_peak,fall_departure,winter_arrival,winter_peak,winter_departure,first_appears,last_appears
Black-bellied Whistling-Duck,vagrant,irregular,irregular,,May 22-31,,,,,,,,,,,April 15-21,July 15-21
Snow Goose,two-passage-migrant,two-passage,,,,,January 1-7,January 8-14,January 8-14,November 1-7,November 8-14,November 22-30,,,,,
Ross's Goose,two-passage-migrant,two-passage,,,,,April 15-21,April 22-30,May 1-7,February 1-7,February 1-7,February 1-7,,,,,
Graylag Goose,vagrant,irregular,irregular,,March 1-7,,,,,,,,,,,January 1-7,December 1-7
Greater White-fronted Goose,single-season,winter,,,,,,,,,,,January 1-7,January 1-7,February 8-14,,
Brant,vagrant,irregular,irregular,,October 15-21,,,,,,,,,,,October 15-21,October 15-21
Cackling Goose,two-passage-migrant,two-passage,,,,,April 22-30,April 22-30,April 22-30,November 1-7,November 8-14,January 8-14,,,,,
Canada Goose,resident,year-round,year-round,,,,,,,,,,,,,,
Mute Swan,resident,year-round,year-round,,,,,,,,,,,,,,
Trumpeter Swan,two-passage-migrant,two-passage,,,,,April 15-21,April 15-21,April 15-21,November 8-14,November 22-30,March 1-7,,,,,
Tundra Swan,single-season,winter,,,,,,,,,,,November 1-7,December 22-31,March 15-21,,
Egyptian Goose,vagrant,irregular,irregular,,June 8-14,,,,,,,,,,,June 8-14,June 8-14
Muscovy Duck,vagrant,irregular,irregular,,December 15-21,,,,,,,,,,,March 1-7,December 22-31
Wood Duck,single-season,summer,,March 1-7,September 15-21,November 8-14,,,,,,,,,,,
Mandarin Duck,vagrant,irregular,irregular,,April 8-14,,,,,,,,,,,,
Blue-winged Teal,two-passage-migrant,two-passage,,,,,March 22-31,April 22-30,May 1-7,August 22-31,September 15-21,October 22-31,,,,,
Northern Shoveler,two-passage-migrant,two-passage,,,,,February 22-28,March 22-31,April 15-21,September 8-14,October 8-14,December 22-31,,,,,
Gadwall,single-season,winter,,,,,,,,,,,October 1-7,November 8-14,April 15-21,,
Eurasian Wigeon,vagrant,irregular,irregular,,January 22-31,,,,,,,,,,,January 22-31,October 8-14
American Wigeon,single-season,winter,,,,,,,,,,,September 15-21,March 15-21,April 8-14,,
Mallard,resident,year-round,year-round,,,,,,,,,,,,,,
American Black Duck,single-season,winter,,,,,,,,,,,September 1-7,January 1-7,April 1-7,,
Northern Pintail,single-season,winter,,,,,,,,,,,September 22-30,March 1-7,April 1-7,,
Green-winged Teal,two-passage-migrant,two-passage,,,,,February 22-28,March 22-31,April 22-30,September 1-7,November 8-14,December 8-14,,,,,
Canvasback,single-season,winter,,,,,,,,,,,November 1-7,January 22-31,April 1-7,,
Redhead,single-season,winter,,,,,,,,,,,October 22-31,January 22-31,April 8-14,,
Ring-necked Duck,single-season,winter,,,,,,,,,,,October 15-21,March 22-31,April 15-21,,
Greater Scaup,single-season,winter,,,,,,,,,,,November 1-7,January 8-14,April 22-30,,
Lesser Scaup,single-season,winter,,,,,,,,,,,October 22-31,March 22-31,May 1-7,,
King Eider,vagrant,irregular,irregular,,November 8-14,,,,,,,,,,,November 8-14,December 1-7
Harlequin Duck,vagrant,irregular,irregular,,December 15-21,,,,,,,,,,,December 15-21,December 15-21
Surf Scoter,single-season,winter,,,,,,,,,,,November 8-14,November 15-21,November 22-30,,
White-winged Scoter,single-season,winter,,,,,,,,,,,January 1-7,February 1-7,March 1-7,,
Black Scoter,single-season,winter,,,,,,,,,,,November 8-14,November 8-14,December 15-21,,
Long-tailed Duck,single-season,winter,,,,,,,,,,,November 22-30,December 8-14,March 22-31,,
Bufflehead,single-season,winter,,,,,,,,,,,October 22-31,November 22-30,April 22-30,,
Common Goldeneye,single-season,winter,,,,,,,,,,,November 8-14,January 22-31,March 22-31,,
Hooded Merganser,single-season,winter,,,,,,,,,,,October 22-31,December 1-7,April 15-21,,
Common Merganser,single-season,winter,,,,,,,,,,,November 15-21,February 22-28,April 15-21,,
Red-breasted Merganser,single-season,winter,,,,,,,,,,,November 1-7,April 8-14,May 1-7,,
Ruddy Duck,single-season,winter,,,,,,,,,,,October 15-21,November 15-21,April 22-30,,
Helmeted Guineafowl,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,,
Northern Bobwhite,vagrant,irregular,irregular,,July 8-14,,,,,,,,,,,April 8-14,October 1-7
Wild Turkey,resident,year-round,year-round,,,,,,,,,,,,,,
Ring-necked Pheasant,two-passage-migrant,two-passage,,,,,February 22-28,May 22-31,August 8-14,September 22-30,September 22-30,October 22-31,,,,,
Indian Peafowl,vagrant,irregular,irregular,,May 22-31,,,,,,,,,,,,
Chukar,vagrant,irregular,irregular,,January 8-14,,,,,,,,,,,,
Rock Pigeon,resident,year-round,year-round,,,,,,,,,,,,,,
Mourning Dove,resident,year-round,year-round,,,,,,,,,,,,,,
Yellow-billed Cuckoo,single-season,summer,,May 15-21,May 22-31,September 15-21,,,,,,,,,,,
Black-billed Cuckoo,two-passage-migrant,two-passage,,,,,May 8-14,May 22-31,July 1-7,August 15-21,August 15-21,August 22-31,,,,,
Common Nighthawk,single-season,summer,,May 15-21,August 22-31,September 15-21,,,,,,,,,,,
Eastern Whip-poor-will,single-season,summer,,October 1-7,October 1-7,October 1-7,,,,,,,,,,,
Chimney Swift,single-season,summer,,April 22-30,May 15-21,October 1-7,,,,,,,,,,,
Ruby-throated Hummingbird,single-season,summer,,May 1-7,August 22-31,September 22-30,,,,,,,,,,,
Rufous Hummingbird,vagrant,irregular,irregular,,November 8-14,,,,,,,,,,,November 8-14,November 8-14
King Rail,vagrant,irregular,irregular,,February 1-7,,,,,,,,,,,February 1-7,October 22-31
Virginia Rail,two-passage-migrant,two-passage,,,,,April 15-21,April 22-30,April 22-30,September 15-21,September 15-21,September 15-21,,,,,
Sora,two-passage-migrant,two-passage,,,,,April 15-21,April 22-30,May 8-14,August 8-14,September 15-21,October 8-14,,,,,
Common Gallinule,two-passage-migrant,two-passage,,,,,April 22-30,April 22-30,May 8-14,July 1-7,September 15-21,October 8-14,,,,,
American Coot,single-season,winter,,,,,,,,,,,September 8-14,November 8-14,April 22-30,,
Yellow Rail,vagrant,irregular,irregular,,March 22-31,,,,,,,,,,,March 22-31,April 22-30
Sandhill Crane,resident,year-round,year-round,,,,,,,,,,,,,,
Black-necked Stilt,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,May 15-21,May 15-21
American Avocet,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,April 22-30,July 15-21
Black-bellied Plover,single-season,summer,,September 15-21,September 15-21,October 22-31,,,,,,,,,,,
American Golden-Plover,single-season,summer,,August 22-31,August 22-31,October 1-7,,,,,,,,,,,
Killdeer,single-season,summer,,February 22-28,May 8-14,November 15-21,,,,,,,,,,,
Semipalmated Plover,two-passage-migrant,two-passage,,,,,May 15-21,May 15-21,May 22-31,August 1-7,August 1-7,September 1-7,,,,,
Piping Plover,vagrant,irregular,irregular,,April 22-30,,,,,,,,,,,,
Upland Sandpiper,single-season,summer,,April 15-21,June 8-14,July 1-7,,,,,,,,,,,
Hudsonian Whimbrel,vagrant,irregular,irregular,,May 22-31,,,,,,,,,,,May 8-14,September 15-21
Long-billed Curlew,vagrant,irregular,irregular,,May 1-7,,,,,,,,,,,May 1-7,May 8-14
Hudsonian Godwit,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,May 15-21,November 8-14
Marbled Godwit,vagrant,irregular,irregular,,August 15-21,,,,,,,,,,,August 15-21,August 15-21
Short-billed Dowitcher,vagrant,irregular,irregular,,May 8-14,,,,,,,,,,,May 8-14,October 15-21
Long-billed Dowitcher,vagrant,irregular,irregular,,September 22-30,,,,,,,,,,,August 22-31,November 1-7
American Woodcock,two-passage-migrant,two-passage,,,,,March 1-7,March 8-14,May 22-31,November 1-7,November 1-7,November 1-7,,,,,
Wilson's Snipe,two-passage-migrant,two-passage,,,,,March 15-21,April 15-21,April 22-30,August 22-31,October 8-14,November 8-14,,,,,
Wilson's Phalarope,vagrant,irregular,irregular,,June 22-30,,,,,,,,,,,May 15-21,September 22-30
Red-necked Phalarope,vagrant,irregular,irregular,,May 15-21,,,,,,,,,,,May 15-21,May 15-21
Spotted Sandpiper,single-season,summer,,April 22-30,May 8-14,September 8-14,,,,,,,,,,,
Solitary Sandpiper,two-passage-migrant,two-passage,,,,,April 15-21,May 1-7,May 15-21,July 15-21,August 22-31,October 1-7,,,,,
Lesser Yellowlegs,two-passage-migrant,two-passage,,,,,April 15-21,April 22-30,May 15-21,July 15-21,September 15-21,November 1-7,,,,,
Willet,vagrant,irregular,irregular,,August 15-21,,,,,,,,,,,August 8-14,September 22-30
