species,category,pattern_type,status,arrival,peak,departure,spring_arrival,spring_peak,spring_departure,fall_arrival,fall_peak,fall_departure,winter_arrival,winter_peak,winter_departure,first_appears,last_appears
Red-tailed Hawk,single-season,summer,,March 8-14,April 8-14,February 1-7,,,,,,,,,,,
Rough-legged Hawk,single-season,winter,,,,,,,,,,,November 1-7,December 1-7,April 22-30,,
Eastern Screech-Owl,two-passage-migrant,two-passage,,,,,February 1-7,February 1-7,February 1-7,October 8-14,October 8-14,October 8-14,,,,,
Snowy Owl,single-season,winter,,,,,,,,,,,November 15-21,March 1-7,March 22-31,,
Great Horned Owl,two-passage-migrant,two-passage,,,,,March 1-7,March 1-7,March 8-14,August 15-21,September 15-21,September 15-21,,,,,
Northern Hawk Owl,vagrant,irregular,irregular,,January 15-21,,,,,,,,,,,January 15-21,February 8-14
Barred Owl,two-passage-migrant,two-passage,,,,,February 15-21,April 8-14,June 15-21,July 22-31,September 15-21,September 15-21,,,,,
Great Gray Owl,vagrant,irregular,irregular,,February 8-14,,,,,,,,,,,February 8-14,September 22-30
Long-eared Owl,vagrant,irregular,irregular,,April 8-14,,,,,,,,,,,April 8-14,May 1-7
Boreal Owl,vagrant,irregular,irregular,,April 8-14,,,,,,,,,,,April 8-14,April 8-14
Northern Saw-whet Owl,two-passage-migrant,two-passage,,,,,March 15-21,March 22-31,May 1-7,November 15-21,November 15-21,November 15-21,,,,,
Belted Kingfisher,single-season,summer,,April 8-14,September 15-21,October 8-14,,,,,,,,,,,
Yellow-bellied Sapsucker,single-season,summer,,April 8-14,May 15-21,September 22-30,,,,,,,,,,,
Red-headed Woodpecker,vagrant,irregular,irregular,,June 8-14,,,,,,,,,,,February 8-14,November 22-30
Red-bellied Woodpecker,resident,year-round,year-round,,,,,,,,,,,,,,
Black-backed Woodpecker,vagrant,irregular,irregular,,February 22-28,,,,,,,,,,,February 22-28,February 22-28
Downy Woodpecker,resident,year-round,year-round,,,,,,,,,,,,,,
Hairy Woodpecker,resident,year-round,year-round,,,,,,,,,,,,,,
Pileated Woodpecker,resident,year-round,year-round,,,,,,,,,,,,,,
Northern Flicker,single-season,summer,,April 8-14,September 8-14,October 1-7,,,,,,,,,,,
American Kestrel,vagrant,irregular,irregular,,June 15-21,,,,,,,,,,,January 1-7,December 22-31
Merlin,single-season,summer,,March 8-14,April 8-14,October 22-31,,,,,,,,,,,
Peregrine Falcon,two-passage-migrant,two-passage,,,,,May 1-7,May 1-7,May 1-7,September 1-7,October 1-7,October 8-14,,,,,
Olive-sided Flycatcher,single-season,summer,,May 8-14,August 8-14,September 1-7,,,,,,,,,,,
Eastern Wood-Pewee,single-season,summer,,May 15-21,June 1-7,September 8-14,,,,,,,,,,,
Yellow-bellied Flycatcher,vagrant,irregular,irregular,,June 1-7,,,,,,,,,,,May 15-21,September 22-30
Acadian Flycatcher,vagrant,irregular,irregular,,June 8-14,,,,,,,,,,,June 1-7,June 8-14
